,SecuCode,ClosePrice,OpenPrice,HighPrice,LowPrice,VolumeValue,AmountValue
0,00001,71.8500,71.8000,72.9500,71.7500,4452211,321302888.3000
1,00002,80.8000,80.6000,81.1000,80.2000,2077060,167857345.5500
2,00003,15.1000,15.0000,15.1800,15.0000,17043365,257172444.8600
3,00004,18.4400,18.3000,18.8400,18.3000,6965911,128499844.0000
4,00005,59.0000,58.8000,59.4000,58.5000,15809202,933371365.6600
5,00006,55.9500,55.2000,56.1000,55.1500,3004870,167669071.1120
6,00007,0.8600,0.8400,0.8800,0.8400,3428000,2925420.0000
7,00008,4.6600,4.6300,4.6700,4.6300,4493069,20913788.4200
8,00009,0.1080,0.1080,0.1080,0.1080,865800,93488.4000
9,00010,19.4000,19.2800,19.5200,19.2800,557666,10837507.1200
10,00011,162.9000,161.0000,164.4000,161.0000,2626512,428876272.8880
11,00012,38.5000,38.4500,38.7500,38.0500,4439045,170970648.7400
12,00014,29.0500,29.0000,29.9500,28.8500,8851569,260327087.3500
13,00015,0.5800,0.5800,0.5800,0.5800,,
14,00016,114.2000,112.7000,115.0000,112.2000,8590864,980690939.4000
15,00017,10.5400,10.4400,10.6800,10.4400,26970332,285330143.9000
16,00018,0.5700,0.5600,0.5700,0.5500,282000,158600.0000
17,00019,71.3500,70.0000,72.2500,70.0000,1652449,118191296.7000
18,00020,49.1000,48.6000,49.7500,48.6000,623380,30716463.0000
19,00021,0.1280,0.1170,0.1280,0.1170,10000,1225.0000
20,00022,0.1830,0.1830,0.1830,0.1830,,
21,00023,17.9800,17.8000,18.2800,17.7800,907889,16410316.9000
22,00024,0.0710,,,,,
23,00025,11.3000,11.3000,11.3000,11.3000,,
24,00026,116.9000,114.5000,116.9000,114.4000,3200,370360.0000
25,00027,53.1500,52.7500,53.8500,52.6000,10839005,576701355.3000
26,00028,3.5500,3.5600,3.5600,3.5000,336000,1191360.0000
27,00029,11.4000,11.3600,11.4000,11.1800,168860,1900306.0000
28,00030,0.3450,0.3450,0.3550,0.3200,19649000,6544795.0000
29,00031,0.4200,0.4200,0.4250,0.4200,1798360,755824.0000
30,00032,12.0000,11.9000,12.0000,11.9000,83716,999488.8000
31,00034,9.4400,9.4000,9.4400,9.4000,6000,56440.0000
32,00035,3.3000,3.4800,3.4800,3.2800,768811,2577976.5100
33,00036,0.2150,0.2150,0.2150,0.2150,,
34,00037,0.2000,0.1900,0.1900,0.1900,10000,1900.0000
35,00038,1.5900,1.6000,1.6100,1.5800,604000,964440.0000
36,00039,0.0770,0.0770,0.0820,0.0750,37716000,2930356.0000
37,00040,0.8300,0.8300,0.8500,0.8300,372000,312220.0000
38,00041,26.9500,26.2000,27.2500,26.2000,564037,14942778.8000
39,00042,0.5700,0.5700,0.5700,0.5700,,
40,00043,0.6500,0.6500,0.6500,0.6500,646000,419900.0000
41,00045,8.8500,8.8700,9.0800,8.8500,306000,2743145.0000
42,00046,3.1000,3.1000,3.1000,3.1000,10000,31000.0000
43,00047,0.1080,0.1110,0.1150,0.1070,480000,53204.0000
44,00050,7.0300,7.0000,7.0800,7.0000,51000,358110.0000
45,00051,12.3400,12.3200,12.3400,12.3000,9000,110860.0000
46,00052,20.4000,20.2500,20.6500,20.2500,90500,1853575.0000
47,00053,128.0000,127.5000,128.0000,127.1000,8200,1045820.0000
48,00055,0.2360,0.2350,0.2350,0.2350,20000,4700.0000
49,00056,1.5400,1.5500,1.5500,1.5400,296000,458200.0000
50,00057,2.4400,2.4500,2.4500,2.4300,40000,97640.0000
51,00058,0.0850,0.0840,0.0840,0.0840,37000,3006.0000
52,00059,1.0200,1.0200,1.0300,1.0100,3430003,3495982.9700
53,00060,0.7300,0.7300,0.7300,0.7300,,
54,00061,0.0270,0.0260,0.0280,0.0260,4990000,131690.0000
55,00062,20.3000,20.5500,20.5500,20.2000,57143,1161157.1500
56,00063,0.2390,0.2300,0.2440,0.2260,167000,38894.0000
57,00064,0.2330,0.2330,0.2340,0.2300,174000,40498.0000
58,00066,43.8000,43.1000,44.0000,43.1000,7626415,333904317.5000
59,00068,3.7200,3.7200,3.7200,3.7200,,
60,00069,7.8200,8.0700,8.1900,7.8000,15272693,121354132.1200
61,00070,0.1450,0.1440,0.1470,0.1440,573000,83258.0000
62,00071,15.1400,15.1000,15.1600,15.0600,23000,347720.0000
63,00075,2.2100,2.2100,2.2100,2.2100,10799,23753.8300
64,00076,0.0620,0.0610,0.0640,0.0610,10461656,650427.0920
65,00077,0.8800,0.8800,0.8800,0.8800,64000,56320.0000
66,00078,4.0400,4.0400,4.0500,3.9900,210000,847040.0000
67,00079,0.2400,0.2290,0.2400,0.2290,25000,5936.0000
68,00081,4.3400,4.2500,4.3600,4.2500,3699000,15978355.0000
69,00082,0.1990,0.2000,0.2050,0.1960,1504400,296164.0000
70,00083,11.7400,11.6000,11.8600,11.6000,3873824,45609585.2400
71,00084,0.1320,0.1340,0.1350,0.1200,344000,43909.0000
72,00085,0.5800,0.5600,0.5900,0.5600,40000,23100.0000
73,00086,3.4600,3.4700,3.4700,3.4400,227000,783570.0000
74,00087,11.4000,11.2000,11.4600,11.2000,1104660,12580174.0000
75,00088,6.2300,6.2500,6.2600,6.2300,179000,1118090.0000
76,00089,4.5000,4.4700,4.6800,4.4700,70000,315250.0000
77,00091,0.2010,0.1990,0.2010,0.1840,1268446,245614.3390
78,00092,0.1440,0.1450,0.1450,0.1440,6134911,883518.9850
79,00093,0.3300,0.3300,0.3300,0.3300,,
