,SecuCode,ClosePrice,OpenPrice,HighPrice,LowPrice,VolumeValue,AmountValue
0,00001,69.9500,69.5000,70.5000,69.5000,3401742,238079691.9500
1,00002,81.2000,81.1500,81.5000,80.8000,2237174,181643442.1200
2,00003,15.0600,15.0000,15.1200,15.0000,9861480,148338697.8450
3,00004,19.2600,19.6800,19.6800,19.1800,2112098,40879185.3200
4,00005,58.1000,57.8500,58.7000,57.7500,21510391,1254839229.9000
5,00006,56.3000,55.8500,56.7500,55.8500,1223801,68861720.1060
6,00007,0.8000,0.8200,0.8200,0.8000,2874000,2300220.0000
7,00008,4.7400,4.7000,4.7500,4.7000,8294317,39199346.4700
8,00009,0.1500,0.1550,0.1550,0.1500,252000,38076.0000
9,00010,19.7800,19.8200,19.8800,19.5400,409500,8085740.0000
10,00011,161.8000,162.0000,162.8000,160.9000,1665912,269309064.8160
11,00012,36.5500,36.3000,36.7000,36.0000,3023327,110229972.2820
12,00014,29.7000,30.2000,30.5000,29.4000,2833700,83977553.0000
13,00015,0.4950,0.5200,0.5200,0.4950,30000,15550.0000
14,00016,112.7000,112.1000,113.5000,111.3000,2990378,336340875.5000
15,00017,10.1400,10.1000,10.1600,9.9500,11491286,115883547.9000
16,00018,0.5400,0.5400,0.5500,0.5400,124000,66980.0000
17,00019,71.2000,71.5000,71.9000,70.5000,2246000,159544815.0000
18,00020,47.8000,48.3000,48.3000,47.3000,436025,20764944.7000
19,00021,0.1160,0.1160,0.1180,0.1160,205000,23960.0000
20,00022,0.1470,0.1470,0.1470,0.1470,,
21,00023,17.4800,17.3800,17.7000,17.3400,965701,16891197.2400
22,00024,0.0710,,,,,
23,00025,11.2000,11.2000,11.2000,11.2000,,
24,00026,116.5000,115.8000,116.9000,115.8000,9200,1069740.0000
25,00027,53.2500,54.0000,54.4500,52.7000,13968734,746341709.4000
26,00028,3.2800,3.2000,3.3400,3.2000,155000,508590.0000
27,00029,11.0800,10.9800,11.1000,10.9400,26000,286200.0000
28,00030,0.3150,0.3100,0.3150,0.3050,1592000,490170.0000
29,00031,0.4400,0.4400,0.4400,0.4300,348000,151790.0000
30,00032,12.0800,12.0000,12.1000,12.0000,7880,94812.0000
31,00034,9.4000,9.3500,9.4000,9.3200,150000,1404820.0000
32,00035,3.2800,3.3700,3.3700,3.2800,2081651,6876274.7600
33,00036,0.1980,0.2000,0.2000,0.1870,105000,20094.0000
34,00037,0.2000,0.1940,0.2000,0.1940,410000,80154.0000
35,00038,1.6000,1.5400,1.6100,1.5400,920000,1461400.0000
36,00039,0.0740,0.0740,0.0750,0.0710,1160000,85368.0000
37,00040,0.7500,0.7600,0.8000,0.7500,270000,204210.0000
