,SecuCode,ClosePrice,OpenPrice,HighPrice,LowPrice,VolumeValue,AmountValue
0,00001,72.9000,72.7500,73.1500,71.9000,3397252,246978274.7000
1,00002,79.8500,79.6000,80.0000,79.4000,3113973,248128950.5500
2,00003,15.2800,15.2600,15.3600,15.2200,8717449,133172878.4300
3,00004,17.8600,17.6200,17.8800,17.5800,2046252,36404761.0040
4,00005,61.1500,60.6500,61.3000,60.6500,15089025,921310894.2160
5,00006,54.6500,54.7000,54.7500,54.2000,2309163,125857819.1000
6,00007,0.8700,0.8700,0.8700,0.8500,1152400,988728.0000
7,00008,4.5300,4.5000,4.5300,4.5000,6039262,27327822.3300
8,00009,0.1220,0.1220,0.1220,0.1220,6000,732.0000
9,00010,18.5600,18.8800,19.0600,18.5400,2755717,51622178.0000
10,00011,164.0000,163.3000,164.5000,162.3000,1246367,204081737.0650
11,00012,37.9000,37.9000,38.1500,37.7000,3427704,130169599.6200
12,00014,30.0500,29.9500,30.2000,29.7500,1117962,33604013.9000
13,00015,0.6300,0.6300,0.6300,0.6300,,
14,00016,115.3000,115.0000,116.1000,114.6000,2303433,265685233.0000
15,00017,10.9400,11.1800,11.1800,10.9400,14118306,155498016.7920
16,00018,0.6000,0.5800,0.6000,0.5800,110000,65380.0000
17,00019,73.2000,72.7500,73.2500,72.0500,1494666,109164777.2000
18,00020,46.3500,46.1000,46.6000,45.9000,716549,33192234.0000
19,00021,0.1210,0.1210,0.1210,0.1210,,
20,00022,0.1920,0.1920,0.1920,0.1920,479,86.2200
21,00023,18.7200,18.4400,18.7200,18.4400,715397,13309423.7500
22,00024,0.0710,,,,,
23,00025,11.4000,11.4000,11.4000,11.4000,,
24,00026,97.5000,98.6000,98.6000,96.2500,7400,728720.0000
25,00027,50.6000,50.1500,50.8500,50.1500,5190159,262471836.7000
26,00028,3.7000,3.7100,3.7200,3.7000,52000,193190.0000
27,00029,11.6000,11.6000,11.6000,11.3600,36000,413960.0000
28,00030,0.3250,0.3100,0.3300,0.3100,22360000,7172190.0000
29,00031,0.4550,0.4550,0.4550,0.4450,780000,351380.0000
30,00032,11.5000,11.5000,11.6000,11.4400,68000,782020.0000
31,00034,9.8900,9.7400,10.1400,9.7400,635000,6278350.0000
32,00035,3.2400,3.2500,3.2500,3.2100,188875,609983.7500
33,00036,0.2260,0.2260,0.2260,0.2260,,
34,00037,0.2040,0.2100,0.2110,0.1950,724000,148016.0000
35,00038,1.6100,1.6200,1.6400,1.6000,420000,676820.0000
36,00039,0.0800,0.0810,0.0830,0.0780,25080000,2008416.0000
37,00040,0.7800,0.7800,0.7800,0.7800,,
38,00041,26.3000,26.6000,26.6000,26.3000,70634,1867437.6000
39,00042,0.5900,0.5800,0.5900,0.5700,126000,72780.0000
40,00043,0.6500,0.6500,0.6600,0.6400,508000,330240.0000
41,00045,8.0000,7.8900,8.0100,7.8000,863500,6857270.0000
42,00046,3.2800,3.2900,3.2900,3.2500,12000,39140.0000
43,00047,0.1110,0.1080,0.1110,0.1080,160000,17700.0000
44,00050,7.0200,7.0300,7.0900,7.0200,21000,147680.0000
45,00051,12.6800,12.6800,12.6800,12.6800,,
46,00052,20.2500,20.6500,20.7000,20.2000,107000,2168100.0000
47,00053,126.1000,125.8000,126.9000,125.8000,11000,1386700.0000
48,00055,0.2460,0.2460,0.2460,0.2460,,
49,00056,1.5900,1.5900,1.5900,1.5900,24000,38160.0000
50,00057,2.7700,2.6700,2.7700,2.6700,200000,535360.0000
51,00058,0.1050,0.1050,0.1050,0.1050,,
52,00059,1.1000,1.1300,1.1500,1.0900,4212000,4727060.0000
53,00060,0.7900,0.7700,0.7900,0.7300,60000,45280.0000
54,00061,0.0230,0.0230,0.0230,0.0220,8823000,195536.0000
55,00062,20.4500,20.6000,20.7500,20.3500,46091,945166.7000
56,00063,0.2480,0.2470,0.2700,0.2400,978000,241317.0000
57,00064,0.2390,0.2380,0.2420,0.2380,910000,217078.0000
58,00066,44.1000,43.7500,44.3000,43.7500,1949823,85905455.3980
59,00068,3.7200,3.7200,3.7200,3.7200,,
