,SecuCode,ClosePrice,OpenPrice,HighPrice,LowPrice,VolumeValue,AmountValue
0,00001,73.6500,74.1000,74.4000,73.5500,4340353,320973367.8520
1,00002,85.2500,86.0000,86.2500,85.2000,3092709,265521412.7900
2,00003,17.3400,17.5000,17.5400,17.3200,10193685,177692079.2000
3,00004,19.1400,19.6400,19.6400,19.0000,2633238,50699269.7000
4,00005,63.3500,63.6000,63.6000,63.3000,11880623,753666050.8500
5,00006,56.1500,56.8000,56.9000,56.1000,2344343,132434853.5500
6,00007,0.8800,0.8800,0.8900,0.8700,5118000,4502580.0000
7,00008,4.4700,4.5000,4.5200,4.4700,7762394,34864349.4400
8,00009,0.1780,0.1780,0.1780,0.1780,,
9,00010,20.2000,20.5000,20.6500,20.0500,1070000,21659850.0000
10,00011,186.9000,191.0000,191.0000,186.2000,1811541,339733134.0040
11,00012,40.7500,41.0000,41.0500,40.5500,2739515,111733219.0250
12,00014,37.4500,38.2500,38.6000,37.2500,1721196,65023426.3000
13,00015,0.7000,0.7000,0.7000,0.7000,,
14,00016,126.9000,127.1000,128.4000,125.6000,4226515,537497567.9000
15,00017,11.1000,11.0800,11.2200,11.0000,13602639,151231157.5000
16,00018,0.7000,0.7300,0.7300,0.7000,139797,100153.8400
17,00019,89.7000,92.6000,92.6000,89.6000,1455386,132319350.0500
18,00020,49.6000,50.8000,50.8000,49.1500,1332324,66482847.5000
19,00021,0.1740,0.1600,0.1740,0.1600,255000,40870.0000
20,00022,0.2050,0.2050,0.2050,0.2050,,
21,00023,22.7000,22.2000,22.7500,22.0500,1414271,31695961.3500
22,00024,0.0950,0.0960,0.1010,0.0930,4018000,380636.0000
23,00025,11.2000,11.3600,11.3600,11.2000,14000,157240.0000
24,00026,125.5000,125.5000,125.5000,125.5000,2000,251000.0000
25,00027,54.0000,54.8000,54.8000,53.1500,8882384,477797204.3000
26,00028,3.8600,3.6900,3.8700,3.6600,68000,254570.0000
27,00029,8.0100,7.9600,8.1200,7.9600,20000,160480.0000
28,00030,0.2470,0.2420,0.2470,0.2390,608000,148478.0000
29,00031,0.4750,0.4750,0.4800,0.4700,1084000,514920.0000
30,00032,11.3000,11.2400,11.3000,11.2400,17100,192456.0000
31,00034,9.8600,9.9100,9.9100,9.8600,80000,791460.0000
32,00035,3.7300,3.7500,3.7800,3.6900,2327951,8691699.3900
33,00036,0.3100,0.3150,0.3150,0.2950,579000,176910.0000
34,00037,0.2380,0.2300,0.2300,0.2300,100000,23000.0000
35,00038,1.8600,1.8400,1.8700,1.8300,144000,266300.0000
36,00039,0.1980,0.2020,0.2020,0.1900,216000,41968.0000
37,00040,0.8200,0.8200,0.8200,0.8000,171000,139420.0000
38,00041,31.8000,32.0000,32.2000,31.7000,379882,12159524.0000
39,00042,0.7300,0.7200,0.7200,0.7200,32000,23040.0000
40,00043,0.6600,0.6700,0.6700,0.6600,2030000,1359860.0000
41,00045,10.2400,10.3000,10.3400,10.2200,150500,1541570.0000
42,00046,3.7900,3.8300,3.8300,3.7300,20000,75160.0000
43,00047,0.1290,0.1290,0.1290,0.1290,20000,2580.0000
44,00050,8.3000,8.3000,8.3000,8.3000,,
45,00051,13.5600,13.5000,13.5000,13.5000,3000,40500.0000
46,00052,25.8500,26.1000,26.1000,25.7500,86000,2220425.0000
47,00053,123.5000,123.5000,123.5000,122.5000,6000,738500.0000
48,00055,0.2800,0.2800,0.2800,0.2800,,
49,00056,1.7400,1.7300,1.7500,1.7300,66000,114700.0000
50,00057,2.6300,2.6300,2.6300,2.6300,22000,57860.0000
51,00058,0.1210,0.1210,0.1210,0.1210,,
52,00059,1.1800,1.1900,1.1900,1.1700,3134000,3705280.0000
53,00060,0.7800,0.7800,0.7800,0.7800,,
54,00061,0.0310,0.0330,0.0330,0.0310,8140200,267155.2000
55,00062,22.5000,22.7000,22.7000,22.4500,124800,2812140.0000
56,00063,0.2130,0.2060,0.2180,0.2040,797000,165662.0000
57,00064,0.2650,0.2600,0.2650,0.2600,924000,240340.0000
58,00066,51.5500,52.0000,52.0000,51.4500,4965666,256796865.7410
59,00068,5.2000,5.2000,5.2000,5.2000,,
60,00069,9.5700,9.5500,9.5800,9.3900,1738000,16548520.0000
61,00070,0.1760,0.1740,0.1740,0.1740,20000,3480.0000
62,00071,16.5000,16.5000,16.6200,16.5000,23000,380160.0000
