,SecuCode,ClosePrice,OpenPrice,HighPrice,LowPrice,VolumeValue,AmountValue
0,00001,74.9500,75.5000,75.5000,74.6000,2857541,214355362.6960
1,00002,83.1500,82.8000,83.3000,82.5000,2312346,192006864.9380
2,00003,15.1800,15.1800,15.2400,15.1400,8652002,131427548.0360
3,00004,19.7800,19.6200,19.9000,19.6200,2491616,49321031.5600
4,00005,60.8500,60.8000,60.9000,60.6000,14441582,877744686.0940
5,00006,57.4500,57.2000,57.7000,57.1000,1779817,102140900.0840
6,00007,0.8200,0.8200,0.8300,0.8100,488000,401000.0000
7,00008,4.7200,4.7100,4.7400,4.6800,10565171,49784197.9200
8,00009,0.1100,0.1110,0.1110,0.1100,180000,19968.0000
9,00010,19.4800,19.5000,19.5200,19.4200,1139265,22185328.4200
10,00011,162.4000,163.0000,163.5000,162.2000,1032708,167901937.6670
11,00012,38.1500,38.1000,38.2500,37.8000,10527640,399013775.4200
12,00014,30.3000,30.8000,30.8000,30.1000,686127,20779971.5500
13,00015,0.5600,0.5100,0.5600,0.5100,24000,12440.0000
14,00016,117.5000,118.0000,118.0000,116.7000,3851173,452010294.8700
15,00017,10.5200,10.5600,10.5800,10.3000,15118758,158268710.3120
16,00018,0.5600,0.5600,0.5700,0.5600,224000,125720.0000
17,00019,71.8000,71.9000,72.2500,71.5500,1763707,126713162.5500
18,00020,51.6000,51.7500,51.8500,51.4000,449636,23211872.2160
19,00021,0.1190,0.1190,0.1190,0.1190,,
20,00022,0.1770,0.1770,0.1770,0.1770,461113,81216.2800
21,00023,17.6000,17.3600,17.6400,17.3600,594896,10465372.5600
22,00024,0.0710,,,,,
23,00025,11.5000,11.2600,11.5000,11.2200,20000,227440.0000
24,00026,115.0000,121.1000,122.0000,114.4000,5000,579980.0000
25,00027,57.6500,56.6500,58.0500,56.4000,10722891,617589911.4000
26,00028,3.4500,3.4500,3.4900,3.4300,225000,776470.0000
27,00029,11.7600,11.8000,11.9800,11.6000,174453,2059343.8600
28,00030,0.3400,0.3450,0.3500,0.3400,1756000,604490.0000
29,00031,0.4800,0.4750,0.4850,0.4650,1755800,835208.0000
30,00032,12.1200,12.1200,12.1200,12.1000,48815,590801.5000
31,00034,9.7300,9.7400,9.7400,9.7200,87149,848331.2600
32,00035,3.6800,3.6600,3.6900,3.6100,1350971,4935149.1590
33,00036,0.2150,0.2150,0.2150,0.2150,,
34,00037,0.2060,0.1960,0.2060,0.1960,140000,28140.0000
35,00038,1.7200,1.7100,1.7300,1.7000,940000,1611540.0000
36,00039,0.1020,0.1000,0.1060,0.0910,21508000,2179396.0000
37,00040,0.8200,0.8400,0.8400,0.8200,101000,82860.0000
