,SecuCode,HKStkShares,HKStkMV,TurnoverRate,PERatio,PS,PB,PCF,DividendRatioFY,DividendRatioRW
0,00001,3856240500,277070879925.0000,0.0012,7.1044,0.9998,0.4773,-12.9026,4.4124,4.4120
1,00002,2526450570,204137206056.0000,0.0008,15.0655,2.2328,1.7026,171.9774,3.7376,3.8119
2,00003,16925052244,255568288884.4000,0.0010,27.4427,6.5408,3.4894,-120.1996,2.2456,2.3179
3,00004,3049027327,56224063909.8800,0.0023,8.4892,2.6703,0.3849,-2.0887,3.5227,3.5230
4,00005,20637625050,1217619877950.0000,0.0008,11.3028,2.4400,0.7854,-5.8201,6.6772,6.7207
5,00006,2134261654,119411939541.3000,0.0014,15.6380,76.7922,1.4443,-6.1724,5.0045,5.0045
6,00007,4000000000,3440000000.0000,0.0009,21.5024,3.6500,1.0742,-18.0382,0.0000,0.0000
7,00008,7719638249,35973514240.3400,0.0006,40.1043,0.9260,2.0090,-7.4203,6.7039,6.7618
8,00009,3568790629,385429387.9320,0.0002,-1.0886,4.7113,0.4075,-5.2220,0.0000,0.0000
9,00010,1361618242,26415393894.8000,0.0004,4.9982,2.6376,0.1719,-18.6813,4.1237,4.1237
10,00011,1911842736,311439181694.4000,0.0014,12.8635,5.6184,1.9333,-921.4177,4.6041,4.7882
11,00012,4841387003,186393399615.5000,0.0009,5.9824,8.4794,0.5835,-25.7201,4.5573,4.6753
12,00014,1044700891,30348560883.5500,0.0085,5.0304,7.8017,0.3823,867.1017,4.9653,4.9655
13,00015,1683146400,976224912.0000,,1.3857,0.2754,0.2153,13.6627,3.4483,3.4483
14,00016,2897780274,330926507290.8000,0.0030,7.3683,3.8795,0.5747,-286.7647,4.3343,4.3343
15,00017,10228714055,107810646139.7000,0.0026,5.9367,1.4045,0.3915,196.4838,4.8372,4.8372
16,00018,2397917898,1366813201.8600,0.0001,16.7938,1.5158,0.7562,-1.8923,5.2632,3.5088
17,00019,905206000,64586448100.0000,0.0018,2.7334,0.7634,0.1957,19.2738,4.2046,4.4149
18,00020,2048549287,100583769991.7000,0.0003,5.8347,2.0743,0.2500,-3.9799,3.1562,3.2077
19,00021,3975233406,508829875.9680,0.0000,12.1986,5.8333,0.5724,-115.6169,0.0000,0.0000
20,00022,1966387866,359848979.4780,,284.0166,4.9844,0.6429,49.3349,0.0000,0.0000
21,00023,2906471326,52258354441.4800,0.0003,8.0286,3.0611,0.4978,-94.3292,6.3883,4.2580
22,00024,5111622235,362925178.6850,,-3.3145,0.1574,0.5576,-6.5079,0.0000,0.0000
23,00025,301928440,3411791372.0000,,5.2123,0.4950,0.3538,17.1421,4.4248,4.4248
24,00026,45308056,5296511746.4000,0.0001,3.8068,59.9038,0.5243,17.4913,18.2207,18.2207
25,00027,4332947865,230296179024.7500,0.0025,17.0496,4.1712,3.3352,-120.1756,1.7841,1.7114
26,00028,1506769491,5349031693.0500,0.0002,4.2751,1.6250,0.2094,-2.7092,5.6338,5.6338
27,00029,237703681,2709821963.4000,0.0007,55.6089,25.5148,1.2707,232.0848,0.6037,0.6037
28,00030,6448152160,2224612495.2000,0.0030,50.2490,2.4444,2.9082,-33.4632,0.0000,0.0000
29,00032,372688206,4472258472.0000,0.0002,9.9963,6.9777,0.6105,-2.5880,3.3333,3.3333
30,00034,1176631296,11107399434.2400,0.0000,5.0642,3.9077,0.3565,-12.9499,7.6271,7.8390
31,00035,2379339335,7851819805.5000,0.0003,4.5819,1.1475,0.5760,-14.7593,6.5407,6.5407
32,00036,1089118593,234160497.4950,,-2.2092,27.3968,0.1882,-52.0820,0.0000,0.0000
33,00037,610710675,122142135.0000,0.0000,-12.7291,2.3319,0.4285,43.4479,0.0000,0.0000
34,00038,391940000,623184600.0000,0.0015,-1.0342,0.2367,0.2984,-0.8071,0.0000,0.0000
35,00039,6225125683,479334677.5910,0.0061,103.0827,0.3783,0.2954,-7.9793,0.0000,0.0000
36,00040,784692952,651295150.1600,0.0005,10.6010,0.0962,0.2920,1.5840,5.0602,5.0602
37,00041,708374048,19090680593.6000,0.0008,3.2854,1.8797,0.2019,8.9152,3.0419,3.0591
38,00042,257950000,147031500.0000,,29.2562,13.2159,24.1277,5.5977,0.0000,0.0000
39,00043,24071837232,15646694200.8000,0.0000,7.0784,0.2971,1.2214,16.6307,6.6154,5.2308
40,00045,1634422891,14464642585.3500,0.0002,11.6369,2.3278,0.3672,-26.1095,2.3401,2.2350
41,00046,249488384,773413990.4000,0.0000,11.3691,2.7482,1.6177,12.8066,6.7742,6.7742
42,00047,10070431786,1087606632.8880,0.0000,8.8707,0.4581,2.1046,-18.2788,5.6481,5.6481
43,00050,356273883,2504605397.4900,0.0001,7.2672,2.3008,0.4092,-1.8199,5.4054,5.4054
44,00051,708750000,8745975000.0000,0.0000,10.5246,5.5249,0.4821,-57.1632,2.4311,2.4311
45,00052,129532780,2642468712.0000,0.0007,14.6847,0.8896,3.3979,50.8392,5.7718,5.7718
46,00053,329051373,42118575744.0000,0.0000,12.4466,2.3994,0.5171,-19.0195,3.1250,3.1250
47,00055,253639456,59858911.6160,0.0001,-1.5785,0.1010,0.0651,-9.1188,0.0000,0.0000
48,00056,6812201460,10490790248.4000,0.0000,4.4767,2.1343,0.2177,3.8067,5.1948,5.1948
49,00057,630531600,1538497104.0000,0.0001,17.0416,0.9404,0.5562,17.3924,2.8689,2.8689
50,00058,748936324,63659587.5400,0.0000,-1.2606,0.1535,0.2149,-1.2564,0.0000,0.0000
51,00059,7942893137,8101750999.7400,0.0004,9.2002,1.1164,2.0981,-12.4663,2.2504,2.2504
52,00060,259586000,189497780.0000,,1.0077,1.2541,0.2909,1.7588,0.0000,0.0000
53,00061,8773232014,236877264.3780,0.0006,-0.2004,0.2358,10.6156,-2.5763,0.0000,0.0000
54,00062,446941011,9072902523.3000,0.0001,12.6000,1.1328,0.8746,-9.2978,5.7420,5.7821
55,00063,2819102084,673765398.0760,0.0001,-7.5856,40.7626,3.5562,-12.8058,0.0000,0.0000
56,00064,9662705938,2251410483.5540,0.0000,11.5410,4.0067,0.3394,-9.2502,8.5837,8.5837
57,00066,6157649911,269705066101.8000,0.0012,16.8481,5.0010,1.4940,-59.4195,2.7290,2.7339
58,00068,146781285,546026380.2000,,-0.4573,40.8672,0.4609,356.4141,2.0161,0.6720
59,00069,3585525056,28038805937.9200,0.0043,18.5164,1.4186,0.5478,17.9500,2.8133,2.8133
60,00070,692436675,100403317.8750,0.0008,2.3580,0.8380,0.0842,-0.1963,0.0000,0.0000
61,00071,690959695,10461129782.3000,0.0000,6.4410,3.2700,0.5313,6.3093,4.0291,4.0291
62,00075,799557415,1767021887.1500,0.0000,21.4681,34.9097,1.0700,137.9516,0.4525,0.4525
63,00076,5482709078,339927962.8360,0.0019,6.2704,0.3771,0.1164,5.8402,0.0000,0.0000
64,00077,271913000,239283440.0000,0.0002,-5.5315,0.6090,1.8677,-44.3035,9.0909,9.0909
65,00078,898782333,3631080625.3200,0.0002,6.6297,1.3890,0.2305,-3.4223,4.7030,4.5792
66,00079,326077423,78258581.5200,0.0001,-6.0793,2.9985,0.2106,-5.0910,0.0000,0.0000
67,00082,4213395262,838465657.1380,0.0004,-1.2948,0.2479,0.7905,-2.6394,0.0000,0.0000
68,00083,6816991049,80031474915.2600,0.0006,11.5738,9.9916,0.5476,9.2142,4.6749,4.6749
69,00084,1046474025,138134571.3000,0.0003,-3.9980,0.0948,0.1499,-0.9781,0.0000,0.0000
70,00086,2000467493,6921617525.7800,0.0001,5.8469,1.5098,0.3044,2.6451,7.7880,7.5268
71,00087,2981870000,33993318000.0000,0.0004,1.4386,0.4018,0.1030,10.1442,5.2632,5.5263
72,00088,617531425,3847220777.7500,0.0003,16.6115,10.4431,0.5429,7.0877,5.6180,5.6180
73,00089,287669676,1294513542.0000,0.0002,2.6268,3.6738,0.1621,472.8825,4.8889,4.8889
74,00091,727515029,146230520.8290,0.0017,-0.2757,16.0534,-0.5389,-3.7335,0.0000,0.0000
75,00092,683830848,98471642.1120,0.0090,-1.3643,0.2553,0.7977,4.6209,0.0000,0.0000
76,00093,1957643050,646022206.5000,,-32.4961,21.1160,0.7055,-19.3826,0.0000,0.0000
77,00094,1854991056,358013273.8080,0.0002,-6.2942,0.8383,0.4641,-21.8594,0.0000,0.0000
78,00097,3047327395,1919816258.8500,0.0002,19.7919,1.2833,1.4644,-9.0132,6.3492,6.3492
79,00099,478483794,1301475919.6800,,0.9154,0.3243,0.2586,981.5052,3.4926,3.3088
80,00100,541700500,2172219005.0000,0.0012,8.4217,1.0310,0.8259,13.7339,4.2394,4.2394
81,00101,4497718670,73582677441.2000,0.0017,9.1090,7.8213,0.5101,-50.8519,4.5844,4.5844
82,00102,1803777836,1857891171.0800,0.0006,244.1061,4.0114,1.1005,20.3687,0.0000,0.0000
83,00104,747123220,324998600.7000,0.0000,4.6124,0.3478,0.6213,50.2006,12.0561,12.0561
84,00105,360000000,7164000000.0000,0.0000,48.2473,11.7330,0.5267,-904.3171,5.7789,5.7789
85,00106,4722307545,3919515262.3500,0.0000,3.0051,0.4423,0.6854,1.7367,5.4217,5.4217
86,00107,895320000,2068189200.0000,0.0007,7.1244,0.8874,0.3920,6.4213,4.9266,4.9266
87,00108,3199373986,3871242523.0600,0.0006,404.1385,10.7153,1.1239,-10.7420,0.0000,0.0000
88,00109,7088223998,645028383.8180,0.0000,11.9185,7.6186,0.2308,-0.4882,0.0000,0.0000
89,00110,917779442,79846811.4540,,10.2381,0.3695,-60.6278,9.1926,0.0000,0.0000
90,00112,767654861,3492829617.5500,0.0000,4.9217,3.8386,0.5683,-20.1361,0.0000,0.0000
91,00113,394202808,1336347519.1200,0.0039,3.3094,0.3333,0.5301,-1.4496,10.4987,10.4987
92,00114,604490763,380829180.6900,0.0002,-14.5588,0.3998,0.5301,7.7185,4.7619,4.7619
93,00115,2449554132,244955413.2000,0.0001,1.2675,3.6013,0.1085,2.4634,0.0000,0.0000
94,00116,677434000,6191746760.0000,0.0024,6.1168,0.3292,0.5692,43.1493,6.4551,6.3457
95,00118,861930692,258579207.6000,,3.4919,0.0964,0.1856,-10.7121,6.6667,6.6667
96,00120,4413729099,5031651172.8600,0.0003,24.9215,2.3432,3.7178,-20.0066,0.0000,0.0000
97,00122,947543695,502198158.3500,0.0002,16.4080,2.1339,0.2761,240.0565,1.8868,1.8868
98,00125,262778286,630667886.4000,,8.7442,0.5153,0.6612,-19.8742,6.6667,6.6667
99,00126,1257087536,980528278.0800,0.0000,3.5276,1.0106,0.2560,-4.7174,3.8462,3.8462
100,00127,1907619079,11579247809.5300,0.0001,11.4049,13.7257,0.3433,320.3820,1.8122,1.8122
101,00128,1650658676,1155461073.2000,0.0007,-15.8072,8.1308,1.1919,-3.3537,0.0000,0.0000
102,00129,1319782288,1689321328.6400,0.0000,1.2165,0.7653,0.0827,-8.3517,2.1094,2.1094
103,00130,287930000,120930600.0000,,-6.1333,0.4818,0.1762,-4.5767,0.0000,0.0000
104,00131,595634100,1995374235.0000,0.0000,3.4829,9.9006,0.2922,-22.7738,6.6772,6.6772
105,00136,74611669087,8729565283.1790,0.0033,59.7199,14.8871,7.1556,25.8678,0.0000,0.0000
106,00137,530289480,376505530.8000,,7.8076,0.6342,0.1797,-3.3269,0.0000,0.0000
107,00138,873111452,436555726.0000,0.0000,12.8399,0.4750,0.1462,-109.1389,14.0562,0.0000
108,00139,14719650461,912618328.5820,0.0013,-13.6088,5.2313,0.6354,-112.6133,0.0000,0.0000
109,00141,345374910,165779956.8000,,-24.7581,6.8085,0.2777,36.4672,0.0000,0.0000
110,00142,4344931044,12947894511.1200,0.0003,12.5167,0.2131,0.1834,-5.9272,4.5284,4.0268
111,00143,7748960899,426192849.4450,0.0003,-9.7549,3.8847,1.2157,-10.8981,0.0000,0.0000
112,00145,3724981811,271923672.2030,0.0001,-0.1982,5.3840,-0.2993,-10.3417,0.0000,0.0000
113,00146,212187488,254624985.6000,,-7.4591,0.4707,0.5838,-1.5052,0.0000,0.0000
114,00147,20319072320,3251051571.2000,0.0000,-14.9144,3.9271,2.9493,-12.9960,0.0000,0.0000
115,00148,1105272736,24979163833.6000,0.0022,4.1113,0.5431,0.4454,-58.5742,7.8052,4.2492
116,00149,9953067822,646949408.4300,0.0003,-3.0431,0.8306,0.4028,-13.4358,0.0000,0.0000
117,00155,1538526148,276934706.6400,,-15.2279,,-2.0674,89.2474,0.0000,0.0000
118,00156,9186912716,1580148987.1520,,-20.1980,0.6359,0.3179,1.4653,15.6977,15.6977
119,00157,2002100932,1221281568.5200,0.0000,46.5091,3.3050,2.1847,-14.0150,2.3770,0.0000
120,00158,25000000,5200000000.0000,,2.2623,23.6269,0.5295,189.0772,2.4519,2.4519
121,00159,9221232131,1383184819.6500,0.0005,20.4649,,2.1887,-104.7391,0.0000,0.0000
122,00160,720429301,2355803814.2700,0.0023,2.0335,1.5935,0.1952,-3.5128,3.8226,3.8226
123,00162,1149694715,236837111.2900,0.0001,-0.7965,0.1977,0.0510,-0.9598,0.0000,0.0000
124,00163,3677545667,6913785853.9600,0.0002,2.2044,1.5885,0.2092,24.9207,5.8511,5.8511
125,00166,8758880988,797058169.9080,0.0004,-3.0988,2.6748,0.2548,8.9316,0.0000,0.0000
126,00167,2599993088,77999792.6400,,-0.3618,0.1801,-1.0685,-5.0980,0.0000,0.0000
127,00168,655069178,32556938146.6000,0.0016,40.4549,3.3248,2.9250,22.5831,1.0865,1.0865
128,00169,4697346488,1831965130.3200,0.0000,2.3894,1.7964,0.5628,3.5846,0.0000,0.0000
129,00172,2761912843,220953027.4400,,-1.0612,0.7853,0.8573,-5.9283,0.0000,0.0000
130,00173,3125174615,13563257829.1000,0.0006,3.3519,1.2606,0.3486,6.6325,4.6048,4.6083
131,00174,451390000,252778400.0000,0.0002,20.6704,1.3317,0.0450,-0.3901,0.0000,0.0000
132,00175,9144807540,139732659211.2000,0.0030,9.4804,1.1165,2.6707,52.0133,2.2816,2.2816
133,00176,2032571385,558957130.8750,,-3.2062,2.3533,0.8506,-6.7953,0.0000,0.0000
134,00177,1222000000,12708800000.0000,0.0015,10.2135,4.4839,1.4907,178.1302,5.0240,5.0240
135,00178,3103189458,5709868602.7200,0.0047,12.1292,0.6817,2.3624,51.0170,8.6702,4.8793
136,00179,899221457,16221955084.2800,0.0011,7.3461,0.6300,0.7912,11.2261,2.7759,2.7973
137,00180,950587991,712940993.2500,0.0001,3.9226,1.0742,0.3147,118.7246,1.3333,1.3333
138,00182,8504574965,3104169862.2250,0.0004,5.2661,1.8710,0.4727,7.8949,5.4847,5.4847
139,00184,340200000,1530900000.0000,,7.7877,0.7570,0.3449,-10.0122,3.5556,3.4444
140,00185,10294699948,3551671482.0600,0.0002,101.5446,5.0599,2.7558,-180.5904,0.0000,0.0000
141,00186,5492232889,3075650417.8400,0.0000,33.7984,25.0053,5.1432,-26.7448,0.0000,0.0000
142,00187,100000000,138000000.0000,0.0004,-5.3015,0.4440,0.6707,-16.4858,0.0000,0.0000
143,00188,7014469674,371766892.7220,0.0003,-11.3271,10.1347,0.3433,-17.8015,8.4906,8.4906
