,SecuCode,HKStkShares,HKStkMV,TurnoverRate,PERatio,PS,PB,PCF,DividendRatioFY,DividendRatioRW
0,00001,3856240500,263959662225.0000,0.0016,6.7682,0.9525,0.4547,-12.2921,4.6316,4.6311
1,00002,2526450570,202873980771.0000,0.0012,14.9722,2.2190,1.6920,170.9132,3.7609,3.8356
2,00003,16925052244,251506276345.8400,0.0014,27.0065,6.4368,3.4340,-118.2891,2.2819,2.3553
3,00004,3049427327,58000107759.5400,0.0011,8.7574,2.7547,0.3971,-2.1547,3.4149,3.4151
4,00005,20638524545,1166076636792.5000,0.0013,10.8244,2.3367,0.7522,-5.5737,6.9724,7.0178
5,00006,2134261654,119198513375.9000,0.0010,15.6101,76.6550,1.4417,-6.1614,5.0134,5.0134
6,00007,4000000000,3240000000.0000,0.0002,20.2523,3.4378,1.0117,-16.9895,0.0000,0.0000
7,00008,7719638249,35433139562.9100,0.0008,39.5018,0.9120,1.9788,-7.3088,6.8061,6.8649
8,00009,3568790629,538887384.9790,0.0001,-1.5220,6.5871,0.5697,-7.3011,0.0000,0.0000
9,00010,1361618242,25897978962.8400,0.0010,3.7996,2.7449,0.1636,-18.3154,4.2061,4.2061
10,00011,1911842736,300541678099.2000,0.0012,12.4134,5.4218,1.8656,-889.1766,4.7710,4.9618
11,00012,4841387003,169448545105.0000,0.0011,5.4385,7.7085,0.5305,-23.3819,5.0130,5.1429
12,00014,1043820891,30375187928.1000,0.0034,5.0348,7.8085,0.3827,867.8625,4.9610,4.9612
13,00015,1683146400,858404664.0000,,1.2184,0.2422,0.1914,12.0137,3.9216,3.9216
14,00016,2897780274,312960269592.0000,0.0014,6.9683,3.6689,0.5435,-271.1961,4.5831,4.5831
15,00017,10226400800,99911935816.0000,0.0017,5.5017,1.3016,0.3628,182.0885,5.2196,5.2196
16,00018,2397917898,1270896485.9400,0.0000,15.6153,1.4094,0.7031,-1.7595,5.6604,3.7736
17,00019,905206000,61463487400.0000,0.0027,2.6012,0.7265,0.1862,18.3418,4.4183,4.6392
18,00020,2052849287,96689201417.7000,0.0003,5.6087,1.9940,0.2403,-3.8258,3.2834,3.3369
19,00021,3975233406,469077541.9080,,11.2456,5.3776,0.5277,-106.5843,0.0000,0.0000
20,00022,1966387866,318554834.2920,,251.4245,4.4124,0.5691,43.6735,0.0000,0.0000
21,00023,2906471326,48654329997.2400,0.0006,7.4749,2.8499,0.4634,-87.8237,6.8615,4.5734
22,00024,5111622235,362925178.6850,,-3.3145,0.1574,0.5576,-6.5079,0.0000,0.0000
23,00025,301928440,3381598528.0000,0.0000,5.1662,0.4906,0.3477,16.9904,4.4643,4.9107
24,00026,45308056,5160587578.4000,0.0001,3.7091,58.3665,0.5108,17.0424,18.7006,18.7006
25,00027,4333820007,230125842371.7000,0.0056,17.0370,4.1681,3.3328,-120.0867,1.7854,1.7127
26,00028,1500647491,4982149670.1200,0.0001,3.9819,1.5135,0.1950,-2.5234,6.0487,6.0487
27,00029,237703681,2529167165.8400,0.0003,51.9016,23.8138,1.1860,216.6125,0.6468,0.6468
28,00030,6448152160,1998927169.6000,0.0003,45.1512,2.1964,2.5756,-30.0683,0.0000,0.0000
29,00032,372688206,4509527292.6000,0.0001,10.0796,7.0358,0.6156,-2.6096,3.3058,3.3058
30,00034,1176631296,10907372113.9200,0.0002,4.9730,3.8373,0.3501,-12.7167,7.7670,7.9827
31,00035,2371063335,8014194072.3000,0.0010,4.6767,1.1713,0.5130,-15.0645,6.4081,6.4250
32,00036,1089118593,217823718.6000,0.0005,-2.0550,25.4854,0.1750,-48.4483,0.0000,0.0000
33,00037,610710675,120310002.9750,,-12.5382,2.2969,0.4458,42.7962,0.0000,0.0000
34,00038,391940000,576151800.0000,0.0047,-0.9562,0.2188,0.2758,-0.7462,0.0000,0.0000
35,00039,6225125683,485559803.2740,0.0001,104.4215,0.3832,0.2992,-8.0830,0.0000,0.0000
36,00040,784692952,596366643.5200,0.0002,9.7070,0.0881,0.2643,1.4504,5.5263,5.9211
37,00041,708382048,16505301718.4000,0.0002,2.8405,1.6251,0.1745,7.7079,3.5183,3.5382
38,00042,257950000,131554500.0000,0.0011,26.1766,11.8248,21.5880,5.0085,0.0000,0.0000
39,00043,24071837232,16128130945.4400,0.0000,7.2962,0.3063,1.2590,17.1424,6.4179,5.0746
40,00045,1634422891,12846563923.2600,0.0004,10.3351,2.0674,0.3261,-23.1887,2.6349,2.5165
41,00046,249488384,750960035.8400,0.0000,11.0390,2.6684,1.5707,12.4348,6.9767,6.9767
42,00047,10070431786,936550156.0980,0.0000,7.6387,0.3945,1.8123,-15.7401,6.5591,6.5591
43,00050,356273883,2365658583.1200,0.0001,6.8641,2.1732,0.3865,-1.7189,5.7229,5.7229
44,00051,708750000,7654500000.0000,,9.2112,4.8354,0.4220,-50.0294,2.7778,2.7778
45,00052,129532780,2453350853.2000,0.0013,13.6337,0.8259,3.2846,47.2007,6.2168,5.4910
46,00053,329051373,43336065824.1000,0.0001,12.8064,2.4688,0.5321,-19.5693,3.0372,3.0372
47,00055,253639456,50981530.6560,0.0014,-1.3444,0.0860,0.0554,-7.7665,0.0000,0.0000
48,00056,6812201460,9877692117.0000,0.0000,4.2151,2.0095,0.2050,3.5842,5.5172,5.5172
49,00057,630531600,1343032308.0000,0.0002,14.8765,0.8210,0.5047,15.1827,3.2864,3.5211
50,00058,748936324,71897887.1040,0.0006,-1.4237,0.1734,0.2427,-1.4190,0.0000,0.0000
51,00059,7944751137,8024198648.3700,0.0004,9.1121,1.1057,2.0780,-12.3470,2.2722,2.2722
52,00060,259586000,186901920.0000,,0.9939,1.2369,0.2977,1.7347,0.0000,0.0000
53,00061,8773232014,236877264.3780,0.0009,-0.2004,0.2358,10.6156,-2.5763,0.0000,0.0000
54,00062,446941011,8760043815.6000,0.0002,12.1655,1.0937,0.8445,-8.9772,5.9471,5.9886
55,00063,2819102084,558182212.6320,0.0002,-6.2843,33.7699,2.9461,-10.6090,0.0000,0.0000
56,00064,9662705938,1922878481.6620,0.0003,9.8569,3.4221,0.2912,-7.9004,10.0503,8.7940
57,00066,6157948911,269102367410.7000,0.0006,16.8105,4.9898,1.4907,-59.2867,2.7352,2.7400
