,SecuCode,HKStkShares,HKStkMV,TurnoverRate,PERatio,PS,PB,PCF,DividendRatioFY,DividendRatioRW
0,00001,3856240500,268587150825.0000,0.0025,6.8869,0.9692,0.4627,-12.5076,4.5518,4.5513
1,00002,2526450570,208558494553.5000,0.0013,15.3918,2.2812,1.6694,175.7022,3.6584,3.6826
2,00003,16925052244,286033382923.6000,0.0016,30.7140,7.3205,4.0749,-134.5280,2.0065,2.0065
3,00004,3047127327,53263785675.9600,0.0009,8.0422,2.5297,0.3839,-1.9787,3.7185,3.7185
4,00005,20607565213,1257061477993.0000,0.0024,11.6689,2.5191,0.8997,-6.0086,6.4677,6.4718
5,00006,2134261654,116423973225.7000,0.0018,15.2467,74.8707,1.4081,-6.0180,5.1329,5.1329
6,00007,4000000000,3520000000.0000,0.0023,22.0025,3.7348,1.1467,-18.4577,0.0000,0.0000
7,00008,7719638249,33889211913.1100,0.0016,37.7806,0.8723,1.7282,-6.9903,7.1162,7.1162
8,00009,3568790629,592419244.4140,0.0000,-1.6732,7.2415,0.5895,-8.0264,0.0000,0.0000
9,00010,1361618242,26551555719.0000,0.0013,5.0239,2.6512,0.1727,-18.7776,4.1026,4.1026
10,00011,1911842736,334381294526.4000,0.0022,13.8111,6.0323,2.0757,-989.2938,4.2882,5.0886
11,00012,4841387003,186151330265.3500,0.0023,5.9746,8.4684,0.5854,-25.6867,4.5632,4.5632
12,00014,1046550891,36315315917.7000,0.0023,6.0194,9.3356,0.4678,1037.5805,4.1495,4.1495
13,00015,1683146400,1195033944.0000,0.0001,1.6962,0.3371,0.2636,16.7250,2.8169,2.8169
14,00016,2897780274,331795841373.0000,0.0041,6.6424,3.8741,0.5976,-143.2625,4.0602,4.1039
15,00017,10225456964,105935734147.0400,0.0033,4.5392,1.7456,0.4091,332.1911,4.6086,4.6241
16,00018,2397917898,1606604991.6600,0.0003,19.7401,1.7817,0.8801,-2.2243,4.4776,4.4776
17,00019,905206000,75448920100.0000,0.0012,3.1931,0.8918,0.2321,22.5153,3.5993,3.5993
18,00020,2048549287,94233267202.0000,0.0007,5.4663,1.9434,0.2419,-3.7286,3.3689,3.3689
19,00021,3312698406,566471427.4260,0.0000,13.5805,6.4941,0.6293,-128.7143,0.0000,0.0000
20,00022,1966387866,373613694.5400,0.0005,294.8806,5.1751,0.6419,51.2221,0.0000,0.0000
21,00023,2896730441,61700358393.3000,0.0003,9.4792,3.6141,0.5957,-111.3725,5.4107,5.4107
22,00024,5111622235,414041401.0350,0.0022,-3.7813,0.1796,0.5074,-7.4245,0.0000,0.0000
23,00025,301928440,3381598528.0000,0.0001,5.1662,0.4906,0.3507,16.9904,4.4643,4.4643
24,00026,45308056,5686161028.0000,0.0018,6.0333,66.5889,0.6188,-68.2105,2.5498,16.9721
25,00027,4332531123,209261253240.9000,0.0030,15.4924,3.7902,3.3305,-109.1989,1.9634,1.9634
26,00028,1506769491,5559979421.7900,0.0001,4.4437,1.6891,0.2202,-2.8161,5.4201,5.4201
27,00029,232323681,1730811423.4500,0.0002,13.7230,15.3128,0.8073,-45.8639,0.8529,0.9234
28,00030,6448152160,1560452822.7200,0.0005,35.2471,1.7146,2.0399,-23.4727,0.0000,0.0000
29,00032,372688206,4121931558.3600,0.0002,9.2133,6.4311,0.5848,-2.3853,3.6166,3.6166
30,00034,1176631296,10813241610.2400,0.0004,4.9301,3.8042,0.3626,-12.6070,7.8346,7.8346
31,00035,2346140302,8234952460.0200,0.0007,4.8055,1.2035,0.6041,-15.4795,6.2364,6.2364
32,00036,1089118593,288616427.1450,0.0001,-2.7229,33.7682,0.3701,-64.1940,0.0000,0.0000
33,00037,610710675,131302795.1250,0.0002,-13.6838,2.5068,0.4606,46.7065,0.0000,0.0000
34,00038,391940000,685895000.0000,0.0010,-1.1383,0.2605,0.3155,-0.8883,0.0000,0.0000
35,00039,6225125683,1226349759.5510,0.0002,263.7311,0.9678,0.8111,-20.4147,0.0000,0.0000
36,00040,784692952,635601291.1200,0.0002,10.3456,0.0939,0.2850,1.5458,5.1852,5.1852
37,00041,708344048,20966983820.8000,0.0003,3.6083,2.0645,0.2291,9.7914,2.7696,2.7696
38,00042,257950000,159929000.0000,0.0032,31.8225,14.3752,21.6279,6.0888,0.0000,0.0000
39,00043,24071837232,15646694200.8000,0.0006,7.0784,0.2971,1.1320,16.6307,6.6154,6.6154
40,00045,1629093367,16160606200.6400,0.0005,13.0013,2.6007,0.4094,-29.1708,2.0945,2.0945
41,00046,249488384,875704227.8400,0.0009,12.8727,3.1117,1.8318,14.5003,5.9829,5.9829
42,00047,10070431786,1188310950.7480,0.0000,9.6921,0.5006,1.7869,-19.9713,5.1695,5.1695
43,00050,356273883,2885818452.3000,0.0001,8.3734,2.6510,0.4708,-2.0969,4.6914,4.6914
44,00051,708750000,9412200000.0000,0.0000,11.3264,5.9458,0.5189,-61.5176,2.2590,2.2590
45,00052,129505280,3218206208.0000,0.0030,17.8842,1.0834,4.1382,61.9160,4.7392,4.7392
46,00053,329051373,40012646956.8000,0.0001,8.2088,1.3124,0.5050,-21.1078,3.2895,3.2895
47,00055,253639456,67214455.8400,,-1.7724,0.1134,0.0725,-10.2394,0.0000,0.0000
48,00056,6812201460,11580742482.0000,0.0001,4.9419,2.3560,0.2419,4.2022,4.7059,4.7059
49,00057,630531600,1727656584.0000,0.0005,19.1369,1.0561,0.6246,19.5308,2.5547,2.5547
50,00058,748936324,90621295.2040,,-1.7944,0.2185,0.1698,-1.7885,0.0000,0.0000
51,00059,7934703562,8648826882.5800,0.0007,9.8215,1.1917,2.2337,-13.3081,2.1081,2.1081
52,00060,259586000,207668800.0000,,1.1043,1.3744,0.3188,1.9274,0.0000,0.0000
53,00061,8773232014,280743424.4480,0.0000,-0.2375,0.2794,1.1853,-3.0534,0.0000,0.0000
54,00062,443744410,9629253697.0000,0.0005,13.3726,1.2023,0.9445,-9.8680,5.4103,5.4103
55,00063,2819102084,732966541.8400,0.0022,-8.2521,44.3443,3.7234,-13.9310,0.0000,0.0000
56,00064,9662705938,2463990014.1900,0.0014,12.6307,4.3851,0.3715,-10.1236,7.8431,7.8431
57,00066,6155983628,297949607595.2000,0.0019,18.6125,5.5247,1.6496,-65.6421,2.4703,2.4703
58,00068,146781285,763262682.0000,,-0.6393,57.1262,0.6158,498.2132,1.4423,1.4423
59,00069,3585525056,32341436005.1200,0.0012,21.3578,1.6363,0.6171,20.7045,2.4390,2.4390
60,00070,692436675,120483981.4500,,3.0886,0.9234,0.1018,90.5214,0.0000,0.0000
61,00071,690959695,10751332854.2000,0.0001,6.6197,3.3608,0.5608,6.4844,3.9203,3.9203
62,00075,799557415,1838982054.5000,0.0001,22.3424,36.3313,1.1275,143.5695,0.4348,0.4348
63,00076,5482709078,334445253.7580,,-4.4506,0.6779,0.1123,-12.1876,0.0000,0.0000
64,00077,271913000,263755610.0000,0.0002,-6.0973,0.6713,2.0587,-48.8346,8.2474,8.2474
65,00078,898782333,4188325671.7800,0.0002,7.6471,1.6022,0.2713,-3.9475,4.0773,4.0773
66,00079,326077423,99453614.0150,,-7.7258,3.8106,0.2724,-6.4698,0.0000,0.0000
67,00082,4213395262,800545099.7800,0.0011,-1.2363,0.2367,0.7046,-2.5200,0.0000,0.0000
68,00083,6816991049,81531212946.0400,0.0015,5.8253,7.5983,0.5723,-38.1683,7.8269,4.4003
69,00084,1046474025,158017577.7750,0.0001,-4.5735,0.1084,0.1593,-1.1189,0.0000,0.0000
70,00086,2002643493,6949172920.7100,0.0003,5.8702,1.5158,0.3042,2.6556,7.7571,7.7571
71,00087,2981870000,39062497000.0000,0.0002,1.6532,0.4617,0.1201,11.6570,4.5802,4.5802
72,00088,617531425,4421525003.0000,0.0003,19.0912,12.0020,0.6239,8.1458,4.8883,4.8883
73,00089,287669676,1444101773.5200,0.0001,2.9304,4.0983,0.1845,527.5267,4.3825,4.3825
74,00091,718776925,161724808.1250,0.0003,-0.3049,17.7544,4.2061,-4.1291,0.0000,0.0000
75,00092,683830848,132663184.5120,0.0000,-0.0348,0.9293,1.1452,-10.7935,0.0000,0.0000
76,00093,1957643050,636233991.2500,,-32.0037,20.7960,0.6737,-19.0889,0.0000,0.0000
77,00094,1854991056,575047227.3600,,-10.1098,1.3465,0.7086,-35.1110,0.0000,0.0000
78,00097,3047327395,1980762806.7500,0.0020,20.4202,1.3240,1.4138,-9.2994,6.1538,6.1538
79,00099,478483794,1488084599.3400,0.0001,1.0467,0.3708,0.3087,1122.2357,3.0547,3.0547
80,00100,541700500,2583911385.0000,0.0002,10.0178,1.2264,0.8797,16.3368,3.5639,3.5639
81,00101,4497718670,85816472223.6000,0.0023,10.6235,9.1216,0.5949,-59.3065,3.9308,3.9308
82,00102,1503777836,1609042284.5200,0.0047,211.4101,3.4741,0.9892,17.6405,0.0000,0.0000
83,00104,747123220,403446538.8000,0.0000,5.7257,0.4317,0.7713,62.3180,9.7119,9.7119
84,00105,360000000,8136000000.0000,,54.7934,13.3249,0.5981,-1027.0134,5.0885,5.0885
85,00106,4722307545,4202853715.0500,0.0000,3.2224,0.4743,0.7532,1.8623,5.0562,5.0562
86,00107,895320000,2023423200.0000,0.0011,6.9702,0.8682,0.3866,6.2823,5.0356,5.0356
87,00108,3199373986,3519311384.6000,0.0011,367.3986,9.7412,1.0188,-9.7655,0.0000,0.0000
88,00109,7088223998,772616415.7820,0.0000,10.3895,6.9905,0.2784,7.8574,0.0000,0.0000
89,00110,917779442,104626856.3880,0.0000,13.4154,0.4842,14.0703,12.0455,0.0000,0.0000
90,00112,767654861,5381260575.6100,0.0000,7.5827,5.9140,0.8833,-31.0229,0.0000,0.0000
91,00113,399393808,1669466117.4400,0.0013,4.1343,0.4164,0.6623,-1.8110,8.4039,8.4039
92,00114,604490763,350604642.5400,,-13.4033,0.3681,0.4880,7.1059,5.1724,5.1724
93,00115,2449554132,262102292.1240,0.0001,1.3563,3.8534,0.1151,2.6358,0.0000,0.0000
94,00116,677434000,6842083400.0000,0.0009,6.7592,0.3638,0.6567,47.6814,5.8416,5.8416
95,00118,861930692,349081930.2600,,4.7140,0.1301,0.2493,-14.4613,4.9383,4.9383
96,00120,4413729099,6090946156.6200,0.0002,30.1681,2.8366,4.3103,-24.2185,0.0000,0.0000
97,00122,947543695,615903401.7500,0.0002,3.7903,2.3241,0.3358,-28.8939,1.5385,1.5385
98,00125,262778286,751545897.9600,,10.4202,0.6140,0.7879,-23.6834,5.5944,5.5944
99,00126,1257087536,1005670028.8000,0.0002,3.6181,1.0365,0.2626,-4.8383,3.7500,3.7500
100,00127,1907619079,12590285921.4000,0.0002,12.4007,14.9242,0.3733,348.3561,1.6667,1.6667
101,00128,1650658676,1138954486.4400,0.0023,-15.5814,8.0146,1.2329,-3.3058,0.0000,0.0000
102,00129,1319782288,1940079963.3600,0.0002,1.3970,0.8789,0.0950,-9.5914,1.8367,1.8367
103,00130,287930000,169878700.0000,,-8.6158,0.6768,0.2476,-6.4292,0.0000,0.0000
104,00131,595634100,2382536400.0000,0.0001,3.9276,34.8579,0.3687,-6.1417,5.3497,5.4290
105,00136,74611669087,9774128650.3970,0.0016,66.8658,16.6684,7.9841,28.9631,0.0000,0.0000
106,00137,530289480,466654742.4000,,9.6770,0.7860,0.2215,-4.1235,0.0000,0.0000
107,00138,873111452,532597985.7200,0.0002,15.6646,0.5795,0.1784,-133.1495,11.5215,11.5052
108,00139,14716650461,1250915289.1850,0.0032,-18.6534,7.1705,0.6766,-154.3578,0.0000,0.0000
109,00141,345374910,238308687.9000,,-35.5897,9.7872,0.3960,52.4216,0.0000,0.0000
110,00142,4344931044,14034127272.1200,0.0004,13.5668,0.2309,0.2053,-6.4244,4.1779,4.1779
111,00143,7748960899,813640894.3950,0.0000,-18.6230,7.4162,2.2697,-20.8055,0.0000,0.0000
112,00145,2306502816,163761699.9360,,-0.1194,3.2424,-0.1859,-6.2281,0.0000,0.0000
113,00146,212187488,290696858.5600,,-8.5158,0.5374,0.6335,-1.7185,0.0000,0.0000
114,00147,20319072320,3474561366.7200,0.0000,-15.9398,4.1971,3.1521,-13.8895,0.0000,0.0000
115,00148,1083152236,18955164130.0000,0.0023,3.1198,0.4121,0.3470,-44.4484,10.2857,10.2857
116,00149,9953067822,388169645.0580,0.0001,-1.8259,0.4984,0.2433,-8.0615,0.0000,0.0000
117,00155,1538526148,276934706.6400,,-15.2279,,-4.8653,89.2474,0.0000,0.0000
118,00156,9186912716,1635270463.4480,0.0000,-20.9026,0.6581,0.3290,1.5164,15.1685,15.1685
119,00157,2002100932,1321386615.1200,0.0000,50.3213,3.5759,2.3944,-15.1638,2.1970,2.1970
120,00158,25000000,5465000000.0000,,2.3776,24.8310,0.5565,198.7128,2.3330,2.3330
121,00159,9221232131,1429290980.3050,0.0001,13.2236,,2.6011,138.2293,0.0000,0.0000
122,00160,720429301,2716018464.7700,0.0000,2.3444,1.8372,0.2250,-4.0499,3.3156,3.3156
123,00162,1149694715,287423678.7500,0.0011,-0.9666,0.2399,0.0618,-1.1648,0.0000,0.0000
124,00163,3677545667,6840234940.6200,0.0003,2.1810,1.5716,0.1991,24.6556,5.9140,5.9140
125,00166,8758880988,525532859.2800,0.0003,-2.0431,1.7636,0.1679,5.8890,0.0000,0.0000
126,00167,2599993088,122199675.1360,0.0002,-0.5668,0.2821,-2.8419,-7.9869,0.0000,0.0000
127,00168,655069178,28462755784.1000,0.0043,35.3675,2.9067,2.5783,19.7432,1.2428,1.2428
128,00169,4697346488,2442620173.7600,0.0004,3.1858,2.3952,0.7616,4.7795,0.0000,0.0000
129,00172,2761912843,220953027.4400,,-1.0612,0.7853,0.8573,-5.9283,0.0000,0.0000
130,00173,3125174615,12219432744.6500,0.0015,3.0198,1.1357,0.3302,5.9754,5.1112,5.1112
131,00174,451390000,365625900.0000,,29.8983,1.9262,0.0651,-0.5643,0.0000,0.0000
132,00175,9114015540,101165572494.0000,0.0047,6.8637,0.8083,1.8989,37.6573,3.1514,3.1514
133,00176,2032571385,548794273.9500,0.0002,-3.1479,2.3105,0.7599,-6.6718,0.0000,0.0000
134,00177,1222000000,12659920000.0000,0.0017,10.1742,4.4667,1.4383,177.4451,5.0434,5.0434
135,00178,3095602403,6191204806.0000,0.0025,13.1517,0.7392,2.4898,55.3176,7.9961,7.9961
136,00179,885003603,12142249433.1600,0.0007,5.4986,0.4716,0.6046,8.4029,3.7086,3.7086
137,00180,950587991,760470392.8000,0.0000,4.1842,1.1458,0.3313,126.6395,1.2500,1.2500
138,00182,8441904965,3165714361.8750,0.0007,5.3705,1.9081,0.4821,8.0514,5.3781,5.3781
139,00184,340200000,1626156000.0000,0.0002,8.2723,0.8041,0.3679,-10.6352,3.3473,3.3473
140,00185,6176819969,1822161890.8550,0.0003,52.0968,2.5960,1.3922,-92.6507,0.0000,0.0000
141,00186,5492232889,4119174666.7500,0.0000,45.2657,33.4892,6.8883,-35.8189,0.0000,0.0000
142,00187,100000000,147000000.0000,0.0014,-5.6473,0.4730,0.6393,-17.5609,0.0000,0.0000
143,00188,7014469674,385795832.0700,0.0002,18.9106,10.5171,0.3612,7.5910,8.9447,9.0032
144,00190,528834246,2617729517.7000,0.0001,3.5659,2.0612,0.1641,-4.8521,5.2525,5.2525
145,00191,386879622,3636668446.8000,,1.4165,2.0158,0.0698,3.9445,0.7837,0.7837
146,00193,194337559,217658066.0800,,5.8529,0.6883,0.2351,1.5841,0.0000,0.0000
147,00194,378583440,4270421203.2000,0.0002,4.2104,2.3257,0.3445,9.2660,6.2057,6.2057
148,00197,1872696182,402629679.1300,0.0004,-2.6234,0.4102,0.1951,-2.1935,0.0000,0.0000
149,00198,2710393916,6342321763.4400,,-41.2552,1.6740,0.7524,-11.8182,0.0000,0.0000
150,00199,967563943,1412643356.7800,0.0010,10.0485,7.6168,0.2646,-21.3678,15.1002,15.1002
151,00200,1513929755,25797363025.2000,0.0016,49.3662,0.6335,0.6338,141.2587,0.4055,0.4055
152,00201,8947051324,1520998725.0800,0.0001,5.8422,2.6239,0.3745,-14.3040,4.3059,4.3059
153,00202,7294369363,1597466890.4970,0.0001,-2.6613,20.4636,0.6181,-17.7429,0.0000,0.0000
154,00204,1058185729,105818572.9000,0.0007,-1.2037,176.3643,0.9995,-22.9691,0.0000,0.0000
155,00205,6373545516,127470910.3200,0.0024,-1.0191,0.7066,0.2507,-2.7227,0.0000,0.0000
156,00208,4438967838,4305798802.8600,0.0004,2.6603,2.7032,0.3131,200.3629,9.7938,9.7938
157,00209,3661864729,76899159.3090,,-0.9893,0.1304,0.2424,1.6535,0.0000,0.0000
158,00210,1649142384,359513039.7120,0.0248,-0.3615,0.0871,0.1881,-2.9489,0.0000,0.0000
159,00211,5327761005,287699094.2700,0.0003,1572.1262,3.5429,0.5245,47.1715,2.3192,2.3192
160,00212,34476738,1846229319.9000,0.0001,5.5191,15.1374,0.3888,-243.6302,2.6144,2.6144
161,00213,1012288962,1245115423.2600,0.0008,5.6130,1.4126,0.5244,-19.6701,3.6568,3.6568
162,00214,840873996,1210858554.2400,0.0002,1.4947,0.5004,0.0488,-5.0819,1.2500,1.2500
163,00216,551368153,1411502471.6800,0.0005,1.8064,0.9548,0.1169,-3.6543,1.9531,1.9531
164,00219,579753289,1605916610.5300,,2.6586,2.0402,0.1938,-5.0875,2.5018,2.5018
165,00221,556432500,261523275.0000,0.0193,3.7159,2.0000,0.2347,-1.2487,0.0000,0.0000
166,00223,2912776542,352445961.5820,0.0001,-2.5427,3.9435,2.6751,17.4790,0.0000,0.0000
167,00224,1154038656,1765679143.6800,0.0000,3.2716,6.0690,0.2163,22.9047,3.0065,3.0065
