,SecuCode,HKStkShares,HKStkMV,TurnoverRate,PERatio,PS,PB,PCF,DividendRatioFY,DividendRatioRW
0,00001,3856240500,238122850875.0000,0.0046,6.1057,0.8592,0.4102,-11.0889,5.1341,5.1336
1,00002,2526450570,208684817082.0000,0.0021,44.8110,2.4354,1.7488,361.6721,3.7288,3.7288
2,00003,16925052244,258614798288.3200,0.0016,27.7698,6.6188,3.5310,-121.6324,2.2192,2.2906
3,00004,3049427327,45131524439.6000,0.0029,13.3289,2.6746,0.3084,-1.6766,2.1949,2.1949
4,00005,20670163674,1005603462740.1000,0.0026,17.5345,1.8227,0.7535,-6.3367,8.0850,8.1377
5,00006,2134261654,121652914278.0000,0.0020,15.9315,78.2334,1.4714,-6.2883,4.9123,4.9123
6,00007,4000000000,3040000000.0000,,19.0021,3.2255,0.9493,-15.9408,0.0000,0.0000
7,00008,7719638249,35973514240.3400,0.0020,52.8245,0.9588,2.0016,-7.4203,6.7039,6.7618
8,00009,3568790629,438961247.3670,0.0001,-1.2398,5.3657,0.4641,-5.9473,0.0000,0.0000
9,00010,1361618242,25326099301.2000,0.0012,3.7157,2.6843,0.1600,-17.9110,4.3011,4.3011
10,00011,1911842736,273202326974.4000,0.0013,10.9985,4.3132,1.6342,-808.2909,5.7383,5.7383
11,00012,4841387003,174047862757.8500,0.0011,5.5862,7.9177,0.5449,-24.0165,4.8805,5.0070
12,00014,1043600891,27446703433.3000,0.0022,5.6650,6.8823,0.3390,784.1915,5.4781,5.4781
13,00015,1683146400,841573200.0000,,1.1945,0.2374,0.1877,11.7782,4.0000,4.0000
14,00016,2897780274,310642045372.8000,0.0015,6.9167,3.6417,0.5364,-269.1872,4.6173,4.6175
15,00017,10233348277,96602807734.8800,0.0016,5.3195,1.2584,0.3485,176.0576,5.3984,5.3993
16,00018,2397917898,1198958949.0000,0.0001,14.7314,1.3296,0.6633,-1.6599,6.0000,4.0000
17,00019,905206000,59019431200.0000,0.0016,2.4978,0.6976,0.1788,17.6125,4.6012,4.8313
18,00020,2052849287,120399610682.5500,0.0012,13.1254,2.4815,0.3058,-4.7640,2.6368,2.6798
19,00021,3975233406,473052775.3140,,11.3409,5.4232,0.5322,-107.4876,0.0000,0.0000
20,00022,1966387866,255630422.5800,0.0001,201.7604,3.5408,0.4567,35.0467,0.0000,0.0000
21,00023,2906471326,54525402075.7600,0.0014,16.7256,2.7700,0.4973,-98.4213,2.4501,2.4501
22,00024,5111622235,362925178.6850,,-3.3145,0.1574,0.5576,-6.5079,0.0000,0.0000
23,00025,301928440,3194402895.2000,0.0001,4.8802,0.4634,0.3284,16.0499,4.7259,5.1985
24,00026,45308056,5446028331.2000,0.0007,3.9143,61.5948,0.5785,17.9850,17.7205,32.6955
25,00027,4335134993,220224857644.4000,0.0048,16.8864,4.2431,2.9698,-114.9201,1.7908,1.7908
26,00028,1500647491,4727039596.6500,0.0000,3.7780,1.4360,0.1850,-2.3942,6.3751,6.3751
27,00029,237703681,2681297521.6800,,55.0235,25.2462,1.2749,229.6418,0.6101,0.5319
28,00030,6448152160,1902204887.2000,0.0001,42.9665,2.0901,2.4510,-28.6134,0.0000,0.0000
29,00032,372688206,4584064933.8000,0.0002,10.2462,7.1521,0.6258,-2.6527,3.2520,3.2520
30,00034,1176631296,10813241610.2400,0.0001,4.9301,3.8042,0.3471,-12.6070,7.8346,8.0522
31,00035,2380992209,7595365146.7100,0.0003,4.4323,1.1101,0.4862,-14.2772,6.7615,6.7793
32,00036,1089118593,178615449.2520,0.0000,-1.6851,20.8980,0.1435,-39.7276,0.0000,0.0000
