,SecuCode,HKStkShares,HKStkMV,TurnoverRate,PERatio,PS,PB,PCF,DividendRatioFY,DividendRatioRW
0,00001,3856240500,294809586225.0000,0.0013,7.5592,1.0638,0.4990,-13.7287,4.1469,4.1469
1,00002,2526450570,222580295217.0000,0.0007,16.4266,2.4346,1.7816,187.5150,3.4279,3.4506
2,00003,16925052244,298896422629.0400,0.0008,32.0952,7.6497,4.2582,-140.5778,1.9201,1.9201
3,00004,3047127327,62161397470.8000,0.0007,9.3857,2.9523,0.4480,-2.3093,3.1863,3.1863
4,00005,20607565213,1339491738845.0000,0.0005,12.4341,2.6842,0.8698,-6.4026,6.0697,6.0735
5,00006,2134261654,123253610518.5000,0.0009,16.1411,79.2628,1.4751,-6.3710,4.8485,4.8485
6,00007,4000000000,3480000000.0000,0.0004,21.7524,3.6924,1.1336,-18.2480,0.0000,0.0000
7,00008,7719638249,35124354032.9500,0.0007,39.1576,0.9041,1.7912,-7.2451,6.8659,6.8659
8,00009,3568790629,642382313.2200,0.0002,-1.8144,7.8522,0.6392,-8.7033,0.0000,0.0000
9,00010,1361618242,29887520411.9000,0.0005,5.6552,2.9843,0.1983,-21.1369,3.6446,3.6446
10,00011,1911842736,372235780699.2000,0.0005,15.3747,6.7152,2.3996,-1101.2893,3.8521,4.5711
11,00012,4841387003,210116195930.2000,0.0008,6.7438,9.5586,0.6608,-28.9935,4.0427,4.0427
12,00014,1046550891,42019018273.6500,0.0005,6.9649,10.8018,0.5412,1200.5434,3.5863,3.5863
13,00015,1682966400,1178076480.0000,0.0000,1.6722,0.3324,0.2599,4.8284,2.8574,2.8574
14,00016,2897615774,391757652644.8000,0.0008,7.8428,4.5743,0.7055,-169.1527,3.4388,3.4758
15,00017,10224782964,126378317435.0400,0.0009,5.4151,2.0824,0.4880,396.2945,3.8631,3.8761
16,00018,2397917898,1870375960.4400,0.0000,22.9810,2.0742,1.0246,-2.5895,3.8462,3.8462
17,00019,905206000,85541967000.0000,0.0011,3.6202,1.0111,0.2631,25.5273,3.1746,3.1746
18,00020,2048549287,112670210785.0000,0.0004,6.5358,2.3236,0.2893,-4.4581,2.8176,2.8176
19,00021,3312698406,530031744.9600,,12.7069,6.0764,0.5888,-120.4344,0.0000,0.0000
20,00022,1966387866,410975063.9940,,324.3686,5.6926,0.7060,135.2337,0.0000,0.0000
21,00023,2896730441,64741925356.3500,0.0002,9.9465,3.7923,0.6251,-116.8627,5.1565,5.1565
22,00024,5111622235,490715734.5600,,-4.4816,0.2128,0.6013,-8.7994,0.0000,0.0000
23,00025,301928440,3429907078.4000,0.0001,5.2400,0.4976,0.3557,14.4338,4.4014,4.4014
24,00026,45308056,5899108891.2000,0.0005,6.2593,69.0827,0.6419,-70.7650,2.4578,2.4578
25,00027,4332106273,241298319406.1000,0.0015,17.8642,4.3705,3.8404,-125.9168,1.7028,1.7028
26,00028,1506769491,5891468709.8100,,4.7086,1.7898,0.2333,-2.9840,5.1151,5.1151
27,00029,232323681,1928286552.3000,,15.2887,17.0600,0.8995,-51.0967,0.7656,0.8289
28,00030,6448152160,1566900974.8800,0.0002,35.3927,1.7217,2.0484,58.8139,0.0000,0.0000
29,00032,372688206,4211376727.8000,0.0003,9.4132,6.5707,0.5974,-2.4371,3.5398,3.5398
30,00034,1176631296,12401693859.8400,0.0000,5.6543,4.3631,0.4158,-14.4589,6.8311,6.8311
31,00035,2351690302,8936423147.6000,0.0005,5.2148,1.3061,0.6555,-9.7119,5.7468,5.7468
32,00036,1089118593,375745914.5850,0.0000,-3.5449,43.9623,0.4818,-83.5734,0.0000,0.0000
